Ngày,Thời điểm cập nhật giá mới,Thời điểm cập nhật dữ liệu,Mã vàng,Loại vàng,Giá mua,Giá bán,Chêch lệch giá mua,Chênh lệch giá bán,Đơn vị,Số lần update
2026-01-25,00:00:00,2026-01-25 14:59:43.615,BT9999NTT,Bao Tin 9999,171300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 14:59:43.615,BTSJC,Bao Tin SJC,172300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 14:59:43.615,DOJINHTV,DOJI Jewelry,170000000.0,173000000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 14:59:43.615,DOHNL,DOJI Hanoi,172300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 14:59:43.615,DOHCML,DOJI HCM,172300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 14:59:43.615,PQHN24NTT,PNJ 24K,170500000.0,173500000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 14:59:43.615,VNGSJC,VN Gold SJC,172300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 14:59:43.615,PQHNVM,PNJ Hanoi,171500000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 14:59:43.615,SJ9999,SJC Ring,170500000.0,173000000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 14:59:43.615,SJL1L10,SJC 9999,172300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 14:59:43.615,VIETTINMSJC,Viettin SJC,170200000.0,172200000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 14:59:43.615,XAUUSD,World Gold (XAU/USD),4985.1,0,0.0,0,USD,1
2026-01-25,00:00:00,2026-01-25 15:59:35.082,BT9999NTT,Bao Tin 9999,171300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 15:59:35.082,BTSJC,Bao Tin SJC,172300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 15:59:35.082,DOJINHTV,DOJI Jewelry,170000000.0,173000000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 15:59:35.082,DOHNL,DOJI Hanoi,172300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 15:59:35.082,DOHCML,DOJI HCM,172300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 15:59:35.082,PQHN24NTT,PNJ 24K,170500000.0,173500000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 15:59:35.082,VNGSJC,VN Gold SJC,172300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 15:59:35.082,PQHNVM,PNJ Hanoi,171500000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 15:59:35.082,SJ9999,SJC Ring,170500000.0,173000000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 15:59:35.082,SJL1L10,SJC 9999,172300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 15:59:35.082,VIETTINMSJC,Viettin SJC,170200000.0,172200000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 15:59:35.082,XAUUSD,World Gold (XAU/USD),4985.1,0,0.0,0,USD,1
2026-01-25,00:00:00,2026-01-25 16:59:34.654,BT9999NTT,Bao Tin 9999,171300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 16:59:34.654,BTSJC,Bao Tin SJC,172300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 16:59:34.654,DOJINHTV,DOJI Jewelry,170000000.0,173000000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 16:59:34.654,DOHNL,DOJI Hanoi,172300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 16:59:34.654,DOHCML,DOJI HCM,172300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 16:59:34.654,PQHN24NTT,PNJ 24K,170500000.0,173500000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 16:59:34.654,VNGSJC,VN Gold SJC,172300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 16:59:34.654,PQHNVM,PNJ Hanoi,171500000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 16:59:34.654,SJ9999,SJC Ring,170500000.0,173000000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 16:59:34.654,SJL1L10,SJC 9999,172300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 16:59:34.654,VIETTINMSJC,Viettin SJC,170200000.0,172200000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 16:59:34.654,XAUUSD,World Gold (XAU/USD),4985.1,0,0.0,0,USD,1
2026-01-25,00:00:00,2026-01-25 17:59:35.209,BT9999NTT,Bao Tin 9999,171300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 17:59:35.209,BTSJC,Bao Tin SJC,172300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 17:59:35.209,DOJINHTV,DOJI Jewelry,170000000.0,173000000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 17:59:35.209,DOHNL,DOJI Hanoi,172300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 17:59:35.209,DOHCML,DOJI HCM,172300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 17:59:35.209,PQHN24NTT,PNJ 24K,170500000.0,173500000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 17:59:35.209,VNGSJC,VN Gold SJC,172300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 17:59:35.209,PQHNVM,PNJ Hanoi,171500000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 17:59:35.209,SJ9999,SJC Ring,170500000.0,173000000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 17:59:35.209,SJL1L10,SJC 9999,172300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 17:59:35.209,VIETTINMSJC,Viettin SJC,170200000.0,172200000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 17:59:35.209,XAUUSD,World Gold (XAU/USD),4985.1,0,0.0,0,USD,1
2026-01-25,00:00:00,2026-01-25 18:59:34.734,BT9999NTT,Bao Tin 9999,171300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 18:59:34.734,BTSJC,Bao Tin SJC,172300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 18:59:34.734,DOJINHTV,DOJI Jewelry,170000000.0,173000000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 18:59:34.734,DOHNL,DOJI Hanoi,172300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 18:59:34.734,DOHCML,DOJI HCM,172300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 18:59:34.734,PQHN24NTT,PNJ 24K,170500000.0,173500000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 18:59:34.734,VNGSJC,VN Gold SJC,172300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 18:59:34.734,PQHNVM,PNJ Hanoi,171500000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 18:59:34.734,SJ9999,SJC Ring,170500000.0,173000000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 18:59:34.734,SJL1L10,SJC 9999,172300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 18:59:34.734,VIETTINMSJC,Viettin SJC,170200000.0,172200000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 18:59:34.734,XAUUSD,World Gold (XAU/USD),4985.1,0,0.0,0,USD,1
2026-01-25,00:00:00,2026-01-25 19:59:37.393,BT9999NTT,Bao Tin 9999,171300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 19:59:37.393,BTSJC,Bao Tin SJC,172300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 19:59:37.393,DOJINHTV,DOJI Jewelry,170000000.0,173000000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 19:59:37.393,DOHNL,DOJI Hanoi,172300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 19:59:37.393,DOHCML,DOJI HCM,172300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 19:59:37.393,PQHN24NTT,PNJ 24K,170500000.0,173500000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 19:59:37.393,VNGSJC,VN Gold SJC,172300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 19:59:37.393,PQHNVM,PNJ Hanoi,171500000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 19:59:37.393,SJ9999,SJC Ring,170500000.0,173000000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 19:59:37.393,SJL1L10,SJC 9999,172300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 19:59:37.393,VIETTINMSJC,Viettin SJC,170200000.0,172200000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 19:59:37.393,XAUUSD,World Gold (XAU/USD),4985.1,0,0.0,0,USD,1
2026-01-25,00:00:00,2026-01-25 20:59:35.794,BT9999NTT,Bao Tin 9999,171300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 20:59:35.794,BTSJC,Bao Tin SJC,172300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 20:59:35.794,DOJINHTV,DOJI Jewelry,170000000.0,173000000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 20:59:35.794,DOHNL,DOJI Hanoi,172300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 20:59:35.794,DOHCML,DOJI HCM,172300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 20:59:35.794,PQHN24NTT,PNJ 24K,170500000.0,173500000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 20:59:35.794,VNGSJC,VN Gold SJC,172300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 20:59:35.794,PQHNVM,PNJ Hanoi,171500000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 20:59:35.794,SJ9999,SJC Ring,170500000.0,173000000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 20:59:35.794,SJL1L10,SJC 9999,172300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 20:59:35.794,VIETTINMSJC,Viettin SJC,170200000.0,172200000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 20:59:35.794,XAUUSD,World Gold (XAU/USD),4985.1,0,0.0,0,USD,1
2026-01-25,00:00:00,2026-01-25 21:59:34.803,BT9999NTT,Bao Tin 9999,171300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 21:59:34.803,BTSJC,Bao Tin SJC,172300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 21:59:34.803,DOJINHTV,DOJI Jewelry,170000000.0,173000000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 21:59:34.803,DOHNL,DOJI Hanoi,172300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 21:59:34.803,DOHCML,DOJI HCM,172300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 21:59:34.803,PQHN24NTT,PNJ 24K,170500000.0,173500000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 21:59:34.803,VNGSJC,VN Gold SJC,172300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 21:59:34.803,PQHNVM,PNJ Hanoi,171500000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 21:59:34.803,SJ9999,SJC Ring,170500000.0,173000000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 21:59:34.803,SJL1L10,SJC 9999,172300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 21:59:34.803,VIETTINMSJC,Viettin SJC,170200000.0,172200000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 21:59:34.803,XAUUSD,World Gold (XAU/USD),4985.1,0,0.0,0,USD,1
2026-01-25,00:00:00,2026-01-25 22:59:35.529,BT9999NTT,Bao Tin 9999,171300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 22:59:35.529,BTSJC,Bao Tin SJC,172300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 22:59:35.529,DOJINHTV,DOJI Jewelry,170000000.0,173000000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 22:59:35.529,DOHNL,DOJI Hanoi,172300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 22:59:35.529,DOHCML,DOJI HCM,172300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 22:59:35.529,PQHN24NTT,PNJ 24K,170500000.0,173500000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 22:59:35.529,VNGSJC,VN Gold SJC,172300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 22:59:35.529,PQHNVM,PNJ Hanoi,171500000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 22:59:35.529,SJ9999,SJC Ring,170500000.0,173000000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 22:59:35.529,SJL1L10,SJC 9999,172300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 22:59:35.529,VIETTINMSJC,Viettin SJC,170200000.0,172200000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 22:59:35.529,XAUUSD,World Gold (XAU/USD),4985.1,0,0.0,0,USD,1
2026-01-25,00:00:00,2026-01-25 23:59:35.404,BT9999NTT,Bao Tin 9999,171300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 23:59:35.404,BTSJC,Bao Tin SJC,172300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 23:59:35.404,DOJINHTV,DOJI Jewelry,170000000.0,173000000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 23:59:35.404,DOHNL,DOJI Hanoi,172300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 23:59:35.404,DOHCML,DOJI HCM,172300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 23:59:35.404,PQHN24NTT,PNJ 24K,170500000.0,173500000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 23:59:35.404,VNGSJC,VN Gold SJC,172300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 23:59:35.404,PQHNVM,PNJ Hanoi,171500000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 23:59:35.404,SJ9999,SJC Ring,170500000.0,173000000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 23:59:35.404,SJL1L10,SJC 9999,172300000.0,174300000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 23:59:35.404,VIETTINMSJC,Viettin SJC,170200000.0,172200000,0.0,0,VND,1
2026-01-25,00:00:00,2026-01-25 23:59:35.404,XAUUSD,World Gold (XAU/USD),4985.1,0,0.0,0,USD,1
2026-01-26,00:00:00,2026-01-26 00:59:36.382,PQHN24NTT,PNJ 24K,170500000.0,173500000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 00:59:36.382,PQHNVM,PNJ Hanoi,171500000.0,174300000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 00:59:36.382,SJ9999,SJC Ring,170500000.0,173000000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 00:59:36.382,SJL1L10,SJC 9999,172300000.0,174300000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 00:59:36.382,DOJINHTV,DOJI Jewelry,170000000.0,173000000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 00:59:36.382,VIETTINMSJC,Viettin SJC,170200000.0,172200000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 00:59:36.382,XAUUSD,World Gold (XAU/USD),4985.1,0,0.0,0,USD,1
2026-01-26,00:00:00,2026-01-26 00:59:36.382,BT9999NTT,Bao Tin 9999,171300000.0,174300000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 00:59:36.382,BTSJC,Bao Tin SJC,172300000.0,174300000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 00:59:36.382,DOHNL,DOJI Hanoi,172300000.0,174300000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 00:59:36.382,DOHCML,DOJI HCM,172300000.0,174300000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 00:59:36.382,VNGSJC,VN Gold SJC,172300000.0,174300000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 01:59:35.018,PQHN24NTT,PNJ 24K,170500000.0,173500000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 01:59:35.018,PQHNVM,PNJ Hanoi,171500000.0,174300000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 01:59:35.018,SJ9999,SJC Ring,170500000.0,173000000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 01:59:35.018,SJL1L10,SJC 9999,172300000.0,174300000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 01:59:35.018,DOJINHTV,DOJI Jewelry,170000000.0,173000000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 01:59:35.018,VIETTINMSJC,Viettin SJC,170200000.0,172200000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 01:59:35.018,XAUUSD,World Gold (XAU/USD),4985.1,0,0.0,0,USD,1
2026-01-26,00:00:00,2026-01-26 01:59:35.018,BT9999NTT,Bao Tin 9999,171300000.0,174300000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 01:59:35.018,BTSJC,Bao Tin SJC,172300000.0,174300000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 01:59:35.018,DOHNL,DOJI Hanoi,172300000.0,174300000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 01:59:35.018,DOHCML,DOJI HCM,172300000.0,174300000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 01:59:35.018,VNGSJC,VN Gold SJC,172300000.0,174300000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 02:59:34.995,PQHN24NTT,PNJ 24K,170500000.0,173500000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 02:59:34.995,PQHNVM,PNJ Hanoi,171500000.0,174300000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 02:59:34.995,SJ9999,SJC Ring,170500000.0,173000000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 02:59:34.995,SJL1L10,SJC 9999,172300000.0,174300000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 02:59:34.995,DOJINHTV,DOJI Jewelry,170000000.0,173000000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 02:59:34.995,VIETTINMSJC,Viettin SJC,170200000.0,172200000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 02:59:34.995,XAUUSD,World Gold (XAU/USD),4985.1,0,0.0,0,USD,1
2026-01-26,00:00:00,2026-01-26 02:59:34.995,BT9999NTT,Bao Tin 9999,171300000.0,174300000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 02:59:34.995,BTSJC,Bao Tin SJC,172300000.0,174300000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 02:59:34.995,DOHNL,DOJI Hanoi,172300000.0,174300000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 02:59:34.995,DOHCML,DOJI HCM,172300000.0,174300000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 02:59:34.995,VNGSJC,VN Gold SJC,172300000.0,174300000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 03:59:34.193,PQHN24NTT,PNJ 24K,170500000.0,173500000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 03:59:34.193,PQHNVM,PNJ Hanoi,171500000.0,174300000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 03:59:34.193,SJ9999,SJC Ring,170500000.0,173000000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 03:59:34.193,SJL1L10,SJC 9999,172300000.0,174300000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 03:59:34.193,DOJINHTV,DOJI Jewelry,170000000.0,173000000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 03:59:34.193,VIETTINMSJC,Viettin SJC,170200000.0,172200000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 03:59:34.193,XAUUSD,World Gold (XAU/USD),4985.1,0,0.0,0,USD,1
2026-01-26,00:00:00,2026-01-26 03:59:34.193,BT9999NTT,Bao Tin 9999,171300000.0,174300000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 03:59:34.193,BTSJC,Bao Tin SJC,172300000.0,174300000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 03:59:34.193,DOHNL,DOJI Hanoi,172300000.0,174300000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 03:59:34.193,DOHCML,DOJI HCM,172300000.0,174300000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 03:59:34.193,VNGSJC,VN Gold SJC,172300000.0,174300000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 04:59:35.893,PQHN24NTT,PNJ 24K,170500000.0,173500000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 04:59:35.893,PQHNVM,PNJ Hanoi,171500000.0,174300000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 04:59:35.893,SJ9999,SJC Ring,170500000.0,173000000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 04:59:35.893,SJL1L10,SJC 9999,172300000.0,174300000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 04:59:35.893,DOJINHTV,DOJI Jewelry,170000000.0,173000000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 04:59:35.893,VIETTINMSJC,Viettin SJC,170200000.0,172200000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 04:59:35.893,XAUUSD,World Gold (XAU/USD),4985.1,0,0.0,0,USD,1
2026-01-26,00:00:00,2026-01-26 04:59:35.893,BT9999NTT,Bao Tin 9999,171300000.0,174300000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 04:59:35.893,BTSJC,Bao Tin SJC,172300000.0,174300000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 04:59:35.893,DOHNL,DOJI Hanoi,172300000.0,174300000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 04:59:35.893,DOHCML,DOJI HCM,172300000.0,174300000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 04:59:35.893,VNGSJC,VN Gold SJC,172300000.0,174300000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 05:59:34.202,PQHN24NTT,PNJ 24K,170500000.0,173500000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 05:59:34.202,PQHNVM,PNJ Hanoi,171500000.0,174300000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 05:59:34.202,SJ9999,SJC Ring,170500000.0,173000000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 05:59:34.202,SJL1L10,SJC 9999,172300000.0,174300000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 05:59:34.202,DOJINHTV,DOJI Jewelry,170000000.0,173000000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 05:59:34.202,VIETTINMSJC,Viettin SJC,170200000.0,172200000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 05:59:34.202,XAUUSD,World Gold (XAU/USD),4985.1,0,0.0,0,USD,1
2026-01-26,00:00:00,2026-01-26 05:59:34.202,BT9999NTT,Bao Tin 9999,171300000.0,174300000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 05:59:34.202,BTSJC,Bao Tin SJC,172300000.0,174300000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 05:59:34.202,DOHNL,DOJI Hanoi,172300000.0,174300000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 05:59:34.202,DOHCML,DOJI HCM,172300000.0,174300000,0.0,0,VND,1
2026-01-26,00:00:00,2026-01-26 05:59:34.202,VNGSJC,VN Gold SJC,172300000.0,174300000,0.0,0,VND,1
2026-01-26,06:30:00,2026-01-26 06:59:35.902,PQHN24NTT,PNJ 24K,170500000.0,173500000,0.0,0,VND,1
2026-01-26,06:30:00,2026-01-26 06:59:35.902,PQHNVM,PNJ Hanoi,171500000.0,174300000,0.0,0,VND,1
2026-01-26,06:30:00,2026-01-26 06:59:35.902,SJ9999,SJC Ring,170500000.0,173000000,0.0,0,VND,1
2026-01-26,06:30:00,2026-01-26 06:59:35.902,SJL1L10,SJC 9999,172300000.0,174300000,0.0,0,VND,1
2026-01-26,06:30:00,2026-01-26 06:59:35.902,DOJINHTV,DOJI Jewelry,170000000.0,173000000,0.0,0,VND,1
2026-01-26,06:30:00,2026-01-26 06:59:35.902,VIETTINMSJC,Viettin SJC,170200000.0,172200000,0.0,0,VND,1
2026-01-26,06:30:00,2026-01-26 06:59:35.902,XAUUSD,World Gold (XAU/USD),5020.7,0,35.599999999999454,0,USD,1
2026-01-26,06:30:00,2026-01-26 06:59:35.902,BT9999NTT,Bao Tin 9999,171300000.0,174300000,0.0,0,VND,1
2026-01-26,06:30:00,2026-01-26 06:59:35.902,BTSJC,Bao Tin SJC,172300000.0,174300000,0.0,0,VND,1
2026-01-26,06:30:00,2026-01-26 06:59:35.902,DOHNL,DOJI Hanoi,172300000.0,174300000,0.0,0,VND,1
2026-01-26,06:30:00,2026-01-26 06:59:35.902,DOHCML,DOJI HCM,172300000.0,174300000,0.0,0,VND,1
2026-01-26,06:30:00,2026-01-26 06:59:35.902,VNGSJC,VN Gold SJC,172300000.0,174300000,0.0,0,VND,1
2026-01-26,07:30:00,2026-01-26 07:59:34.764,PQHN24NTT,PNJ 24K,170500000.0,173500000,0.0,0,VND,1
2026-01-26,07:30:00,2026-01-26 07:59:34.764,PQHNVM,PNJ Hanoi,171500000.0,174300000,0.0,0,VND,1
2026-01-26,07:30:00,2026-01-26 07:59:34.764,SJ9999,SJC Ring,170500000.0,173000000,0.0,0,VND,1
2026-01-26,07:30:00,2026-01-26 07:59:34.764,SJL1L10,SJC 9999,172300000.0,174300000,0.0,0,VND,1
2026-01-26,07:30:00,2026-01-26 07:59:34.764,DOJINHTV,DOJI Jewelry,170000000.0,173000000,0.0,0,VND,1
2026-01-26,07:30:00,2026-01-26 07:59:34.764,VIETTINMSJC,Viettin SJC,170200000.0,172200000,0.0,0,VND,1
2026-01-26,07:30:00,2026-01-26 07:59:34.764,XAUUSD,World Gold (XAU/USD),5039.5,0,1.800000000000182,0,USD,1
2026-01-26,07:30:00,2026-01-26 07:59:34.764,BT9999NTT,Bao Tin 9999,171300000.0,174300000,0.0,0,VND,1
2026-01-26,07:30:00,2026-01-26 07:59:34.764,BTSJC,Bao Tin SJC,172300000.0,174300000,0.0,0,VND,1
