date,usd_vnd_rate,interest_rate_state,interest_rate_market,interest_rate_spread,dxy_index,fed_rate,World_Price_USD_Ounce,World_Price_VND,Domestic_Premium
2025-04-02,25620.0,4.92,5.32,0.40000000000000036,103.80999755859375,4.5,3139.89990234375,96987592.52822022,4812407.471779779
2025-04-03,25600.0,4.92,5.32,0.40000000000000036,102.06999969482422,4.5,3097.0,95587790.08000001,6912209.919999987
2025-04-04,25600.0,4.92,5.32,0.40000000000000036,103.0199966430664,4.5,3012.0,92964295.68,8935704.319999993
2025-04-05,25600.0,4.92,5.32,0.40000000000000036,103.0199966430664,4.5,3012.0,92964295.68,7135704.319999993
2025-04-06,25600.0,4.92,5.32,0.40000000000000036,103.0199966430664,4.5,3012.0,92964295.68,
2025-04-07,25770.0,4.92,5.32,0.40000000000000036,103.26000213623047,4.5,2951.300048828125,91695713.47272034,
2025-04-08,25780.0,4.92,5.32,0.40000000000000036,102.95999908447266,4.5,2968.39990234375,92262787.60348195,7237212.396518052
2025-04-09,25995.0,4.92,5.32,0.40000000000000036,102.9000015258789,4.5,3056.5,95793374.503875,3806625.4961249977
2025-04-10,25960.0,4.92,5.32,0.40000000000000036,100.87000274658203,4.5,3155.199951171875,98753574.67654444,4646425.323455557
2025-04-11,25720.0,4.92,5.32,0.40000000000000036,99.77999877929688,4.5,3222.199951171875,99918222.94547315,6481777.054526851
2025-04-12,25720.0,4.92,5.32,0.40000000000000036,99.77999877929688,4.5,3222.199951171875,99918222.94547315,5981777.054526851
2025-04-13,25720.0,4.92,5.32,0.40000000000000036,99.77999877929688,4.5,3222.199951171875,99918222.94547315,
2025-04-14,25715.0,4.92,5.32,0.40000000000000036,99.63999938964844,4.5,3204.800048828125,99359344.50463252,7640655.495367482
2025-04-15,25824.0,4.92,5.32,0.40000000000000036,100.22000122070312,4.5,3218.699951171875,100213275.3944707,7486724.605529293
