timestamp,gold_code,buy_price,sell_price,usd_vnd_rate,interest_rate_state,interest_rate_market,interest_rate_spread,dxy_index,fed_rate,World_Price_USD_Ounce,world_price_vnd,domestic_premium,MA_7,MA_30,RSI_14,Momentum_1D_Pct,Momentum_3D_Pct,Momentum_7D_Pct,Target_Price_Next_Shift,Target_Trend
2025-01-25,SJCVIETNAM,86800000.0,88800000.0,25060.0,4.92,5.32,0.4000000000000003,107.33999633789062,4.5,2737.5,82709699.8875,6090300.112499997,,,,,,,88800000.0,0
2025-02-01,SJCVIETNAM,86800000.0,88800000.0,25060.0,4.92,5.32,0.4000000000000003,108.37000274658205,4.5,2812.5,84975719.06250001,3824280.937499985,,,,0.0,,,88800000.0,0
2025-02-03,SJCVIETNAM,86800000.0,88800000.0,25060.0,4.92,5.32,0.4000000000000003,108.98999786376952,4.5,2833.89990234375,85622286.91655421,3177713.0834457874,,,,0.0,,,90300000.0,1
2025-02-04,SJCVIETNAM,87800000.0,90300000.0,25280.0,4.92,5.32,0.4000000000000003,107.95999908447266,4.5,2853.300048828125,86965252.83382423,3334747.166175768,,,,1.6891891891891886,1.6891891891891886,,91000000.0,1
2025-02-05,SJCVIETNAM,88000000.0,91000000.0,25280.0,4.92,5.32,0.4000000000000003,107.58000183105467,4.5,2871.60009765625,87523016.94764845,3476983.0523515493,,,,0.7751937984496138,2.4774774774774855,,91200000.0,1
2025-02-06,SJCVIETNAM,88200000.0,91200000.0,25145.0,4.92,5.32,0.4000000000000003,107.69000244140624,4.5,2856.0,86582693.77800001,4617306.221999988,,,,0.219780219780219,2.7027027027026973,,90000000.0,0
2025-02-07,SJCVIETNAM,86500000.0,90000000.0,25260.0,4.92,5.32,0.4000000000000003,108.04000091552734,4.5,2867.300048828125,87322817.27574684,2677182.7242531627,89842857.14285715,,,-1.3157894736842146,-0.33222591362126463,,90300000.0,1
2025-02-10,SJCVIETNAM,87300000.0,90300000.0,25290.0,4.92,5.32,0.4000000000000003,108.31999969482422,4.5,2914.300048828125,88859597.84436293,1440402.1556370705,90057142.85714285,,,0.33333333333334103,-0.7692307692307665,1.6891891891891886,92800000.0,1
2025-02-11,SJCVIETNAM,89800000.0,92800000.0,25380.0,4.92,5.32,0.4000000000000003,107.95999908447266,4.5,2912.5,89120743.7625,3679256.237499997,90628571.42857143,,,2.7685492801771794,1.7543859649122862,4.504504504504503,90200000.0,0
2025-02-12,SJCVIETNAM,86700000.0,90200000.0,25530.0,4.92,5.32,0.4000000000000003,107.94000244140624,4.5,2909.0,89539731.25050001,660268.7494999915,90828571.42857143,,,-2.8017241379310387,0.22222222222221255,1.5765765765765716,90400000.0,1
