timestamp,gold_code,buy_price,sell_price
2025-07-10,XAUUSD,3317.39990234375,3317.39990234375
2025-07-11,SJCVIETNAM,119000000.0,121000000.0
2025-07-11,XAUUSD,3356.0,3356.0
2025-07-12,SJCVIETNAM,119500000.0,121500000.0
2025-07-12,XAUUSD,3356.0,3356.0
2025-07-13,XAUUSD,3356.0,3356.0
2025-07-14,XAUUSD,3351.5,3351.5
2025-07-15,SJCVIETNAM,119100000.0,121100000.0
2025-07-15,XAUUSD,3329.800048828125,3329.800048828125
2025-07-16,SJCVIETNAM,118600000.0,120600000.0
2025-07-16,XAUUSD,3352.5,3352.5
2025-07-17,XAUUSD,3340.10009765625,3340.10009765625
2025-07-18,SJCVIETNAM,119500000.0,121000000.0
2025-07-18,XAUUSD,3353.0,3353.0
2025-07-19,SJCVIETNAM,119700000.0,121200000.0
2025-07-19,XAUUSD,3353.0,3353.0
2025-07-20,XAUUSD,3353.0,3353.0
2025-07-21,SJCVIETNAM,120000000.0,121500000.0
2025-07-21,XAUUSD,3401.89990234375,3401.89990234375
2025-07-22,SJCVIETNAM,120000000.0,122000000.0
2025-07-22,XAUUSD,3439.199951171875,3439.199951171875
2025-07-23,SJCVIETNAM,120700000.0,122700000.0
2025-07-23,XAUUSD,3394.10009765625,3394.10009765625
2025-07-24,SJCVIETNAM,120000000.0,122000000.0
2025-07-24,XAUUSD,3371.0,3371.0
2025-07-25,XAUUSD,3334.0,3334.0
2025-07-26,SJCVIETNAM,119600000.0,121100000.0
2025-07-26,XAUUSD,3334.0,3334.0
2025-07-27,XAUUSD,3334.0,3334.0
2025-07-28,XAUUSD,3309.10009765625,3309.10009765625
2025-07-29,SJCVIETNAM,119500000.0,121000000.0
2025-07-29,XAUUSD,3323.39990234375,3323.39990234375
2025-07-30,SJCVIETNAM,119700000.0,121200000.0
2025-07-30,XAUUSD,3295.800048828125,3295.800048828125
2025-07-31,SJCVIETNAM,119700000.0,121200000.0
2025-07-31,XAUUSD,3293.199951171875,3293.199951171875
2025-08-01,XAUUSD,3347.699951171875,3347.699951171875
2025-08-02,SJCVIETNAM,121500000.0,123500000.0
2025-08-02,XAUUSD,3347.699951171875,3347.699951171875
2025-08-03,XAUUSD,3347.699951171875,3347.699951171875
2025-08-04,SJCVIETNAM,121700000.0,123300000.0
2025-08-04,XAUUSD,3374.39990234375,3374.39990234375
2025-08-05,SJCVIETNAM,122200000.0,123800000.0
2025-08-05,XAUUSD,3381.89990234375,3381.89990234375
2025-08-06,SJCVIETNAM,122400000.0,123800000.0
2025-08-06,XAUUSD,3380.0,3380.0
2025-08-07,SJCVIETNAM,122700000.0,124100000.0
2025-08-07,XAUUSD,3400.300048828125,3400.300048828125
2025-08-08,SJCVIETNAM,122600000.0,124000000.0
