datetime,fed_rate,fed_change_pct
2026-02-18 05:26:28.920,3.75,0
2026-02-18 06:05:36.051,3.75,0
2026-02-18 06:32:40.724,3.75,0
2026-02-18 07:05:06.518,3.75,0
2026-02-18 07:40:55.950,3.75,0
2026-02-18 08:14:04.242,3.75,0
2026-02-18 08:23:58.270,3.75,0
2026-02-18 08:46:53.251,3.75,0
2026-02-18 09:37:51.726,3.75,0
2026-02-18 10:04:14.689,3.75,0
2026-02-18 10:09:26.038,3.75,0
2026-02-18 10:13:33.320,3.75,0
2026-02-18 10:40:40.649,3.75,0
2026-02-18 11:07:52.327,3.75,0
2026-02-18 11:27:52.177,3.75,0
2026-02-18 11:50:08.380,3.75,0
2026-02-18 12:19:47.373,3.75,0
2026-02-18 12:50:02.472,3.75,0
2026-02-18 13:39:37.934,3.75,0
2026-02-18 13:55:38.375,3.75,0
2026-02-18 14:39:22.347,3.75,0
2026-02-18 15:03:15.864,3.75,0
2026-02-18 15:34:47.762,3.75,0
2026-02-18 15:47:49.253,3.75,0
2026-02-18 16:20:33.078,3.75,0
2026-02-18 17:08:01.101,3.75,0
2026-02-18 17:41:08.802,3.75,0
2026-02-18 18:11:07.330,3.75,0
2026-02-18 18:38:56.514,3.75,0
2026-02-18 18:49:02.564,3.75,0
2026-02-18 19:20:35.411,3.75,0
2026-02-18 20:02:57.897,3.75,0
2026-02-18 20:37:41.143,3.75,0
2026-02-18 21:01:52.224,3.75,0
2026-02-18 21:25:34.615,3.75,0
2026-02-18 22:03:31.487,3.75,0
2026-02-18 22:34:37.925,3.75,0
2026-02-18 23:05:49.786,3.75,0
2026-02-18 23:39:58.853,3.75,0
2026-02-19 00:12:26.476,3.75,0
2026-02-19 00:23:15.973,3.75,0
2026-02-19 01:08:08.014,3.75,0
2026-02-19 01:16:44.683,3.75,0
2026-02-19 02:08:58.399,3.75,0
2026-02-19 02:17:58.814,3.75,0
2026-02-19 02:53:11.493,3.75,0
2026-02-19 03:04:49.150,3.75,0
2026-02-19 03:24:34.178,3.75,0
2026-02-19 04:10:13.710,3.75,0
2026-02-19 04:17:26.142,3.75,0
2026-02-19 05:15:12.052,3.75,0
2026-02-19 05:33:58.357,3.75,0
2026-02-19 05:58:43.954,3.75,0
2026-02-19 06:15:57.313,3.75,0
2026-02-19 07:06:10.372,3.75,0
2026-02-19 07:26:31.414,3.75,0
2026-02-19 08:08:12.997,3.75,0
2026-02-19 08:44:51.753,3.75,0
2026-02-19 08:54:24.089,3.75,0
2026-02-19 09:23:23.007,3.75,0
2026-02-19 09:59:23.845,3.75,0
2026-02-19 10:33:31.155,3.75,0
2026-02-19 10:49:20.791,3.75,0
2026-02-19 11:44:00.319,3.75,0
2026-02-19 12:10:25.896,3.75,0
2026-02-19 12:29:27.850,3.75,0
2026-02-19 12:53:31.630,3.75,0
2026-02-19 13:39:19.769,3.75,0
2026-02-19 13:50:06.751,3.75,0
2026-02-19 14:19:31.920,3.75,0
2026-02-19 14:58:36.164,3.75,0
2026-02-19 15:17:13.399,3.75,0
2026-02-19 16:13:41.271,3.75,0
2026-02-19 16:39:39.544,3.75,0
2026-02-19 16:46:51.699,3.75,0
2026-02-19 17:27:44.720,3.75,0
2026-02-19 18:02:27.502,3.75,0
2026-02-19 18:22:47.737,3.75,0
2026-02-19 19:04:46.306,3.75,0
2026-02-19 19:37:48.937,3.75,0
2026-02-19 20:15:15.765,3.75,0
2026-02-19 20:36:17.911,3.75,0
2026-02-19 21:00:55.986,3.75,0
2026-02-19 21:37:57.135,3.75,0
2026-02-19 22:03:59.250,3.75,0
2026-02-19 22:44:05.141,3.75,0
