datetime,usd_vnd_rate,usd_change_pct
2026-02-20 08:38:10.322,25905.86,-0.054167
2026-02-20 09:10:25.555,25905.86,0.0
2026-02-20 09:18:22.979,25905.86,0.0
2026-02-20 10:10:17.669,25905.86,0.0
2026-02-20 10:21:05.298,25905.86,0.0
2026-02-20 10:46:32.199,25905.86,0.0
2026-02-20 11:40:55.920,25905.86,0.0
2026-02-20 11:57:21.080,25905.86,0.0
2026-02-20 12:18:06.005,25905.86,0.0
2026-02-20 13:03:26.238,25905.86,0.0
2026-02-20 13:34:56.445,25905.86,0.0
2026-02-20 14:12:46.762,25905.86,0.0
2026-02-20 14:25:29.775,25905.86,0.0
2026-02-20 14:57:31.947,25905.86,0.0
2026-02-20 15:15:32.958,25905.86,0.0
2026-02-20 15:45:33.438,25905.86,0.0
2026-02-20 16:07:45.001,25905.86,0.0
2026-02-20 16:31:33.150,25905.86,0.0
2026-02-20 17:02:23.329,25905.86,0.0
2026-02-20 17:32:08.873,25905.86,0.0
2026-02-20 18:00:58.916,25905.86,0.0
2026-02-20 18:28:31.431,25905.86,0.0
2026-02-20 18:50:33.253,25905.86,0.0
2026-02-20 19:34:18.041,25905.86,0.0
2026-02-20 19:53:07.207,25905.86,0.0
2026-02-20 20:23:39.287,25905.86,0.0
2026-02-20 21:11:21.398,25905.86,0.0
2026-02-20 21:20:47.392,25905.86,0.0
2026-02-20 22:15:09.580,25905.86,0.0
2026-02-20 22:25:58.490,25905.86,0.0
2026-02-20 22:57:49.094,25905.86,0.0
2026-02-20 23:21:18.497,25905.86,0.0
2026-02-20 23:54:45.375,25905.86,0.0
2026-02-21 00:41:57.141,25905.86,0.0
2026-02-21 01:04:26.101,25905.86,0.0
2026-02-21 01:16:23.359,25905.86,0.0
2026-02-21 01:53:14.010,25905.86,0.0
2026-02-21 02:21:58.692,25905.86,0.0
2026-02-21 02:49:02.439,25905.86,0.0
2026-02-21 03:17:32.806,25905.86,0.0
2026-02-21 04:11:41.359,25905.86,0.0
2026-02-21 04:43:23.119,25905.86,0.0
2026-02-21 04:48:54.996,25905.86,0.0
2026-02-21 05:31:29.776,25905.86,0.0
2026-02-21 05:58:58.952,25905.86,0.0
2026-02-21 06:20:36.099,25905.86,0.0
2026-02-21 07:09:07.665,25905.86,0.0
2026-02-21 07:44:33.442,25927.65,0.084112
2026-02-21 08:08:17.375,25927.65,0.0
2026-02-21 08:19:37.153,25927.65,0.0
2026-02-21 09:08:32.693,25927.65,0.0
2026-02-21 09:45:15.151,25927.65,0.0
2026-02-21 10:14:56.262,25927.65,0.0
2026-02-21 10:41:39.411,25927.65,0.0
2026-02-21 10:49:33.342,25927.65,0.0
2026-02-21 11:33:33.647,25927.65,0.0
2026-02-21 11:55:18.478,25927.65,0.0
2026-02-21 12:45:26.173,25927.65,0.0
2026-02-21 12:46:34.929,25927.65,0.0
2026-02-21 13:34:00.964,25927.65,0.0
2026-02-21 14:14:20.990,25927.65,0.0
2026-02-21 14:30:37.850,25927.65,0.0
2026-02-21 15:07:23.998,25927.65,0.0
2026-02-21 15:43:31.792,25927.65,0.0
2026-02-21 16:13:31.885,25927.65,0.0
2026-02-21 16:26:49.978,25927.65,0.0
2026-02-21 17:06:16.600,25927.65,0.0
2026-02-21 17:37:00.426,25927.65,0.0
2026-02-21 18:01:27.978,25927.65,0.0
2026-02-21 18:16:33.435,25927.65,0.0
2026-02-21 18:51:34.042,25927.65,0.0
2026-02-21 19:44:41.779,25927.65,0.0
2026-02-21 20:14:57.991,25927.65,0.0
2026-02-21 20:17:55.616,25927.65,0.0
2026-02-21 21:10:40.252,25927.65,0.0
2026-02-21 21:20:25.808,25927.65,0.0
2026-02-21 22:12:30.683,25927.65,0.0
2026-02-21 22:24:47.736,25927.65,0.0
2026-02-21 22:51:07.444,25927.65,0.0
2026-02-21 23:28:34.065,25927.65,0.0
2026-02-21 23:48:02.905,25927.65,0.0
2026-02-22 00:28:09.129,25927.65,0.0
2026-02-22 00:53:25.877,25927.65,0.0
2026-02-22 01:28:47.010,25927.65,0.0
2026-02-22 01:54:52.457,25927.65,0.0
2026-02-22 02:29:46.996,25927.65,0.0
2026-02-22 03:04:43.366,25927.65,0.0
2026-02-22 03:40:33.070,25927.65,0.0
2026-02-22 04:02:21.162,25927.65,0.0
2026-02-22 04:40:43.138,25927.65,0.0
2026-02-22 05:04:00.193,25927.65,0.0
2026-02-22 05:42:52.254,25927.65,0.0
2026-02-22 05:47:22.320,25927.65,0.0
2026-02-22 06:30:21.115,25927.65,0.0
2026-02-22 07:13:14.312,25927.65,0.0
2026-02-22 07:20:25.340,25903.9,-0.091601
2026-02-22 07:54:42.422,25903.9,0.0
2026-02-22 08:30:45.631,25903.9,0.0
2026-02-22 08:48:02.289,25903.9,0.0
2026-02-22 09:28:12.777,25903.9,0.0
2026-02-22 09:48:36.122,25903.9,0.0
2026-02-22 10:44:46.238,25903.9,0.0
2026-02-22 10:46:38.426,25903.9,0.0
2026-02-22 11:40:26.605,25903.9,0.0
2026-02-22 11:49:53.835,25903.9,0.0
2026-02-22 12:15:46.759,25903.9,0.0
2026-02-22 12:47:14.100,25903.9,0.0
2026-02-22 13:41:41.245,25903.9,0.0
2026-02-22 14:09:22.642,25903.9,0.0
2026-02-22 14:28:30.020,25903.9,0.0
2026-02-22 14:58:30.184,25903.9,0.0
2026-02-22 15:30:09.301,25903.9,0.0
2026-02-22 15:46:38.507,25903.9,0.0
2026-02-22 16:29:08.430,25903.9,0.0
2026-02-22 16:55:08.027,25903.9,0.0
2026-02-22 17:27:35.197,25903.9,0.0
2026-02-22 17:53:56.872,25903.9,0.0
2026-02-22 18:35:20.990,25903.9,0.0
2026-02-22 19:23:13.123,25903.9,0.0
2026-02-22 20:12:49.084,25903.9,0.0
2026-02-22 20:23:43.067,25903.9,0.0
2026-02-22 21:09:37.811,25903.9,0.0
2026-02-22 21:25:59.836,25903.9,0.0
2026-02-22 21:59:07.256,25903.9,0.0
2026-02-22 22:31:09.463,25903.9,0.0
2026-02-22 23:07:32.981,25903.9,0.0
2026-02-22 23:40:37.074,25903.9,0.0
2026-02-22 23:52:07.185,25903.9,0.0
2026-02-23 00:18:40.293,25903.9,0.0
2026-02-23 01:13:18.140,25903.9,0.0
2026-02-23 01:37:00.408,25903.9,0.0
2026-02-23 01:46:05.114,25903.9,0.0
2026-02-23 02:04:56.312,25903.9,0.0
2026-02-23 02:14:06.457,25903.9,0.0
2026-02-23 02:31:25.308,25903.9,0.0
2026-02-23 03:01:11.798,25903.9,0.0
2026-02-23 03:19:29.787,25903.9,0.0
2026-02-23 04:07:43.201,25903.9,0.0
2026-02-23 04:37:24.337,25903.9,0.0
2026-02-23 04:58:38.006,25903.9,0.0
2026-02-23 05:19:16.004,25903.9,0.0
2026-02-23 05:51:34.876,25903.9,0.0
2026-02-23 06:19:36.341,25903.9,0.0
2026-02-23 07:11:00.871,25903.9,0.0
2026-02-23 07:26:54.173,25908.44,0.017526
2026-02-23 07:52:06.590,25908.44,0.0
2026-02-23 08:26:14.502,25908.44,0.0
2026-02-23 09:01:10.502,25908.44,0.0
2026-02-23 09:16:07.540,25908.44,0.0
2026-02-23 10:03:22.420,25908.44,0.0
2026-02-23 10:34:38.869,25908.44,0.0
2026-02-23 11:03:08.762,25908.44,0.0
2026-02-23 11:35:36.171,25908.44,0.0
2026-02-23 11:47:49.751,25908.44,0.0
2026-02-23 12:29:01.608,25908.44,0.0
2026-02-23 13:03:05.595,25908.44,0.0
2026-02-23 13:33:52.849,25908.44,0.0
2026-02-23 13:46:31.290,25908.44,0.0
2026-02-23 14:22:16.138,25908.44,0.0
2026-02-23 15:00:18.584,25908.44,0.0
2026-02-23 15:17:31.219,25908.44,0.0
2026-02-23 15:53:49.403,25908.44,0.0
2026-02-23 16:27:56.435,25908.44,0.0
2026-02-23 17:07:10.583,25908.44,0.0
2026-02-23 17:38:52.813,25908.44,0.0
2026-02-23 18:09:31.966,25908.44,0.0
2026-02-23 18:17:48.361,25908.44,0.0
2026-02-23 18:50:02.862,25908.44,0.0
2026-02-23 19:19:03.631,25908.44,0.0
2026-02-23 20:01:28.460,25908.44,0.0
2026-02-23 20:31:00.260,25908.44,0.0
2026-02-23 20:46:41.302,25908.44,0.0
2026-02-23 21:18:43.303,25908.44,0.0
2026-02-23 21:51:31.315,25908.44,0.0
2026-02-23 22:19:15.830,25908.44,0.0
2026-02-23 22:52:23.486,25908.44,0.0
2026-02-23 23:27:41.572,25908.44,0.0
2026-02-23 23:58:59.651,25908.44,0.0
2026-02-24 00:32:12.951,25908.44,0.0
2026-02-24 00:53:26.166,25908.44,0.0
2026-02-24 01:17:19.677,25908.44,0.0
2026-02-24 02:11:56.652,25908.44,0.0
2026-02-24 02:31:02.274,25908.44,0.0
2026-02-24 03:02:38.302,25908.44,0.0
2026-02-24 03:30:58.488,25908.44,0.0
2026-02-24 03:46:47.296,25908.44,0.0
2026-02-24 04:37:20.711,25908.44,0.0
2026-02-24 05:05:08.762,25908.44,0.0
2026-02-24 05:18:31.353,25908.44,0.0
2026-02-24 06:08:34.657,25908.44,0.0
2026-02-24 06:43:09.470,25908.44,0.0
2026-02-24 07:13:11.241,25908.44,0.0
2026-02-24 07:28:34.299,26034.82,0.487795
2026-02-24 08:00:46.777,26034.82,0.0
2026-02-24 08:16:21.863,26034.82,0.0
